Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Knight, ERW",The economic geography of European carbon market trading,JOURNAL OF ECONOMIC GEOGRAPHY,2011,10.1093/jeg/lbq027
J,"Kristic, IR; Simurina, J",The Effectiveness of the Market-Based Environmental Policy Mix in the European Union,PANOECONOMICUS,2021,10.2298/PAN180111009R
J,"Cañón-de-Francia, J; Garcés-Ayerbe, C",Factors and Contingencies for the It Pays to Be Green Hypothesis. The European Union's Emissions Trading System (EU ETS) and Financial Crisis as Contexts,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2019,10.3390/ijerph16162988
J,"Zagonari, F","Coherence, Causality, and Effectiveness of the EU Environmental Policy System: Results of Complementary Statistical and Econometric Analyses",ENVIRONMENTAL & RESOURCE ECONOMICS,2018,10.1007/s10640-016-0108-1
J,"García, A; García-Alvarez, MT; Moreno, B",The Impact of EU Allowance Prices on the Stock Market Indices of the European Power Industries: Evidence From the Ongoing EU ETS Phase III,ORGANIZATION & ENVIRONMENT,2021,10.1177/1086026620924820
J,"Crossland, J; Li, B; Roca, E",Is the European Union Emissions Trading Scheme (EU ETS) informationally efficient? Evidence from momentum-based trading strategies,APPLIED ENERGY,2013,10.1016/j.apenergy.2013.03.079
J,"Bolat, CK; Soytas, U; Akinoglu, B; Nazlioglu, S",Is there a macroeconomic carbon rebound effect in EU ETS?,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106879
J,"Gürler, Ü; Yenigün, D; Çaglar, M; Berk, E",On the Modeling of CO2 EUA and CER Prices of EU-ETS for the 2008-2012 Period,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,2016,10.1002/asmb.2154
J,"Böhringer, C; Hoffmann, T; Manrique-de-Lara-Peñate, C",The efficiency costs of separating carbon markets under the EU emissions trading scheme:: A quantitative assessment for Germany,ENERGY ECONOMICS,2006,10.1016/j.eneco.2005.09.001
J,"Braun, M","The evolution of emissions trading in the European Union - The role of policy networks, knowledge and policy entrepreneurs",ACCOUNTING ORGANIZATIONS AND SOCIETY,2009,10.1016/j.aos.2008.06.002
J,"Bel, G; Joseph, S",Emission abatement: Untangling the impacts of the EU ETS and the economic crisis,ENERGY ECONOMICS,2015,10.1016/j.eneco.2015.03.014
J,"Biancalani, F; Gnecco, G; Metulini, R; Riccaboni, M",The impact of the European Union emissions trading system on carbon dioxide emissions: a matrix completion analysis,SCIENTIFIC REPORTS,2024,10.1038/s41598-024-70260-6
J,"Ortas, E; Alvarez, I",The efficacy of the European Union Emissions Trading Scheme: depicting the co-movement of carbon assets and energy commodities through wavelet decomposition,JOURNAL OF CLEANER PRODUCTION,2016,10.1016/j.jclepro.2015.12.112
J,"Jaraite, J; Di Maria, C",Did the EU ETS Make a Difference? An Empirical Assessment Using Lithuanian Firm-Level Data,ENERGY JOURNAL,2016,10.5547/01956574.37.1.jjar
J,"Borghesi, S; Franco, C; Marin, G",Outward Foreign Direct Investment Patterns of Italian Firms in the European Union's Emission Trading Scheme*,SCANDINAVIAN JOURNAL OF ECONOMICS,2020,10.1111/sjoe.12323
J,"Chan, HS; Li, SJ; Zhang, F",Firm competitiveness and the European Union emissions trading scheme,ENERGY POLICY,2013,10.1016/j.enpol.2013.09.032
J,"Jaraite, J; Di Maria, C","Efficiency, productivity and environmental policy: A case study of power generation in the EU",ENERGY ECONOMICS,2012,10.1016/j.eneco.2011.11.017
J,"Anderson, B; Di Maria, C",Abatement and Allocation in the Pilot Phase of the EU ETS,ENVIRONMENTAL & RESOURCE ECONOMICS,2011,10.1007/s10640-010-9399-9
J,"Oestreich, AM; Tsiakas, I",Carbon emissions and stock returns: Evidence from the EU Emissions Trading Scheme,JOURNAL OF BANKING & FINANCE,2015,10.1016/j.jbankfin.2015.05.005
J,"Verschuuren, J; Fleurke, F; Leach, MC",Integrating Agricultural Emissions into the European Union Emissions Trading System: Legal Design Considerations,SUSTAINABILITY,2024,10.3390/su16125091
J,"Boutabba, MA; Lardic, S","EU Emissions Trading Scheme, competitiveness and carbon leakage: new evidence from cement and steel industries",ANNALS OF OPERATIONS RESEARCH,2017,10.1007/s10479-016-2246-9
J,"Chen, JD; Huang, SS; Shen, ZY; Song, ML; Zhu, ZH",Impact of sulfur dioxide emissions trading pilot scheme on pollution emissions intensity: A study based on the synthetic control method,ENERGY POLICY,2022,10.1016/j.enpol.2021.112730
J,"Anger, N; Oberndorfer, U",Firm performance and employment in the EU emissions trading scheme: An empirical assessment for Germany,ENERGY POLICY,2008,10.1016/j.enpol.2007.09.007
J,"Goncalves, J; Costa, ML",The political influence of ecological economics in the European Union applied to the cap-and-trade policy1,ECOLOGICAL ECONOMICS,2022,10.1016/j.ecolecon.2022.107352
J,"Fang, GC; Tian, LX; Liu, MH; Fu, M; Sun, M",How to optimize the development of carbon trading in China-Enlightenment from evolution rules of the EU carbon price,APPLIED ENERGY,2018,10.1016/j.apenergy.2017.12.001
J,"Çanakoglu, E; Adiyeke, E; Agrali, S",Modeling of carbon credit prices using regime switching approach,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,2018,10.1063/1.4996653
J,"Wang, XQ; Su, CW; Lobont, OR; Li, H; Nicoleta-Claudia, M",Is China's carbon trading market efficient? Evidence from emissions trading scheme pilots,ENERGY,2022,10.1016/j.energy.2022.123240
J,"Juergens, I; Barreiro-Hurlé, J; Vasa, A",Identifying carbon leakage sectors in the EU ETS and implications of results,CLIMATE POLICY,2013,10.1080/14693062.2011.649590
J,"Bayer, P; Aklin, M",The European Union Emissions Trading System reduced CO2 emissions despite low prices,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2020,10.1073/pnas.1918128117
J,"Alexeeva, V; Anger, N",The globalization of the carbon market: Welfare and competitiveness effects of linking emissions trading schemes,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,2016,10.1007/s11027-014-9631-y
J,"Kang, YC; Liao, S; Jiang, CM; D'Alfonso, T",Synthetic control methods for policy analysis: Evaluating the effect of the European Emission Trading System on aviation supply,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2022,10.1016/j.tra.2022.05.015
J,"Mandaroux, R; Schindelhauer, K; Mama, HB",How to reinforce the effectiveness of the EU emissions trading system in stimulating low-carbon technological change? Taking stock and future directions,ENERGY POLICY,2023,10.1016/j.enpol.2023.113697
J,"Leitao, J; Ferreira, J; Santibanez-Gonzalez, E","Green bonds, sustainable development and environmental policy in the European Union carbon market",BUSINESS STRATEGY AND THE ENVIRONMENT,2021,10.1002/bse.2733
J,"Branger, F; Lecuyer, O; Quirion, P",The European Union Emissions Trading Scheme: should we throw the flagship out with the bathwater?,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,2015,10.1002/wcc.326
J,"Purcel, AA",Environmental protection expenditures and EU ETS: Evidence from Romania,FINANCE RESEARCH LETTERS,2023,10.1016/j.frl.2023.104418
J,"Laurikka, H; Koljonen, T",Emissions trading and investment decisions in the power sector - a case study in Finland,ENERGY POLICY,2006,10.1016/j.enpol.2004.09.004
J,"Sattarhoff, C; Gronwald, M",Measuring informational efficiency of the European carbon market - A quantitative evaluation of higher order dependence,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2022,10.1016/j.irfa.2022.102403
J,"Naegele, H",Offset Credits in the EU ETS: A Quantile Estimation of Firm-Level Transaction Costs,ENVIRONMENTAL & RESOURCE ECONOMICS,2018,10.1007/s10640-017-0111-1
J,"Fernández, YF; López, MAF; Hernández, DG; Blanco, BO",Institutional Change and Environment: Lessons from the European Emission Trading System,ENERGIES,2018,10.3390/en11040706
J,"Witkowski, P; Adamczyk, A; Franek, S",Does Carbon Risk Matter? Evidence of Carbon Premium in EU Energy-Intensive Companies,ENERGIES,2021,10.3390/en14071855
J,"Koop, G; Tole, L",Modeling the relationship between European carbon permits and certified emission reductions,JOURNAL OF EMPIRICAL FINANCE,2013,10.1016/j.jempfin.2013.10.005
J,"Alexeeva-Talebi, V",Cost pass-through of the EU emissions allowances: Examining the European petroleum markets,ENERGY ECONOMICS,2011,10.1016/j.eneco.2011.07.029
J,"Flori, A",Energy commodities spillover analysis for assessing the functioning of the European Union Emissions Trading System trade network of carbon allowances,SCIENTIFIC REPORTS,2024,10.1038/s41598-024-72518-5
J,"Koch, N; Themann, M",Catching up and falling behind: Cross-country evidence on the impact of the EU ETS on firm productivity,RESOURCE AND ENERGY ECONOMICS,2022,10.1016/j.reseneeco.2022.101315
J,"Birchfield, VL",Coercion with kid gloves? The European Union's role in shaping a global regulatory framework for aviation emissions,JOURNAL OF EUROPEAN PUBLIC POLICY,2015,10.1080/13501763.2015.1046904
J,"Chun, D; Cho, H; Kim, J",The relationship between carbon-intensive fuel and renewable energy stock prices under the emissions trading system,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.106257
J,"Benchora, I; Galanti, S",Verified carbon emissions and stock returns in the EU Emissions Trading System,ENERGY POLICY,2024,10.1016/j.enpol.2024.114264
J,"Böhringer, C; Moslener, U; Sturm, B",Hot air for sale:: a quantitative assessment of Russia's near-term climate policy options,ENVIRONMENTAL & RESOURCE ECONOMICS,2007,10.1007/s10640-007-9089-4
J,"Verbic, M; Filipovic, S; Radovanovic, M",Electricity prices and energy intensity in Europe,UTILITIES POLICY,2017,10.1016/j.jup.2017.07.001
J,"Lehmann, S; Schleich, J; Pinkse, J",Allocation or Skill? What is Driving Corporate Trading Performance in the EU ETS?,ENERGY JOURNAL,2024,10.1177/01956574241288994
J,"Oesingmann, K",The effect of the European Emissions Trading System (EU ETS) on aviation demand: An empirical comparison with the impact of ticket taxes,ENERGY POLICY,2022,10.1016/j.enpol.2021.112657
J,"Cludius, J; Duscha, V; Friedrichsen, N; Schumacher, K",Cost-efficiency of the EU Emissions Trading System: An Evaluation of the Second Trading Period,ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY,2019,10.5547/2160-5890.8.1.jclu
J,"Lucena-Giraldo, J; Rodríguez-Crespo, E; Salazar-Elena, JC",The creative response of energy-intensive industries to the Emissions Trading System in the European Union,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.133700
J,"Galán-Valdivieso, F; Villar-Rubio, E; Huete-Morales, MD",The erratic behaviour of the EU ETS on the path towards consolidation and price stability,INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS,2018,10.1007/s10784-018-9411-3
J,"Zhang, YP; Liu, ZX; Xu, YY",Carbon price volatility: The case of China,PLOS ONE,2018,10.1371/journal.pone.0205317
J,"Wang, Q; Gao, CY; Dai, SP",Effect of the Emissions Trading Scheme on CO2 Abatement in China,SUSTAINABILITY,2019,10.3390/su11041055
J,"Locatelli, A; Marin, G; Palma, A; Dal Savio, G",THE IMPACT OF EU-ETS ON TRADE: EVIDENCE ON ITALIAN MANUFACTURING FIRMS,POLITICA ECONOMICA,2022,
J,"Laurikka, H",Option value of gasification technology within an emissions trading scheme,ENERGY POLICY,2006,10.1016/j.enpol.2005.09.002
J,"Verde, SF",THE IMPACT OF THE EU EMISSIONS TRADING SYSTEM ON COMPETITIVENESS AND CARBON LEAKAGE: THE ECONOMETRIC EVIDENCE,JOURNAL OF ECONOMIC SURVEYS,2020,10.1111/joes.12356
J,"Sun, W; Zhang, CC",Analysis and forecasting of the carbon price using multi resolution singular value decomposition and extreme learning machine optimized by adaptive whale optimization algorithm,APPLIED ENERGY,2018,10.1016/j.apenergy.2018.09.118
J,"Tuesta, YN; Soler, CC; Feliu, VR",Carbon management accounting and financial performance: Evidence from the European Union emission trading system,BUSINESS STRATEGY AND THE ENVIRONMENT,2021,10.1002/bse.2683
J,"Afsar, B; Bilgiç, HB; Emen, M; Zarifoglu, S; Acar, S","Analyzing the EU ETS, Challenges and Opportunities for Reducing Greenhouse Gas Emissions from the Aviation Industry in Europe",SUSTAINABILITY,2023,10.3390/su152416874
J,"Meyer, A; Pac, G",How Responsive Are EU Coal-Burning Plants to Changes in Energy Prices?,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,2015,10.1515/bejeap-2014-0159
J,"Kalis, M; Priebe, AL",The right to climate protection and the essentially comparable protection of fundamental rights: Applying Solange in European climate change litigation?,REVIEW OF EUROPEAN COMPARATIVE & INTERNATIONAL ENVIRONMENTAL LAW,2024,10.1111/reel.12560
J,"Gerlagh, R; Heijmans, RJRK; Rosendahl, KE",An endogenous emissions cap produces a green paradox,ECONOMIC POLICY,2021,10.1093/epolic/eiab011
J,"Huang, WY; Zhao, JY; Wang, XK",Model-driven multimodal LSTM-CNN for unbiased structural forecasting of European Union allowances open-high-low-close price,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107459
J,"Anderson, HM; Gao, JT; Turnip, G; Vahid, F; Wei, W",Estimating the effect of an EU-ETS type scheme in Australia using a synthetic treatment approach,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106798
J,"Joas, F; Flachsland, C",The (ir)relevance of transaction costs in climate policy instrument choice: an analysis of the EU and the US,CLIMATE POLICY,2016,10.1080/14693062.2014.968762
J,"Niizawa, H; Hayashi, D; Liu, XB",Features and prospect of China's national GHG emissions trading scheme,CARBON MANAGEMENT,2020,10.1080/17583004.2020.1721975
J,"Chang, CL; Ilomäki, J; Laurila, H",Has the EU Emissions Trading System Worked Properly?,ENERGIES,2024,10.3390/en17153651
J,"Soberon, A; Mazzanti, M; Musolesi, A; Rodriguez-Poo, JM",Efficient estimation of a partially linear panel data model with cross-sectional dependence,JOURNAL OF MULTIVARIATE ANALYSIS,2025,10.1016/j.jmva.2024.105393
J,"Chai, SL; Du, M; Chen, X; Chu, WJ",A Hybrid Forecasting Model for Nonstationary and Nonlinear Time Series in the Stochastic Process of CO2 Emission Trading Price Fluctuation,MATHEMATICAL PROBLEMS IN ENGINEERING,2020,10.1155/2020/8978504
J,"Lin, WM; Chen, JL; Zheng, Y; Dai, YW",Effects of the EU Emission Trading Scheme on the international competitiveness of pulp-and-paper industry,FOREST POLICY AND ECONOMICS,2019,10.1016/j.forpol.2019.102021
J,"Narayan, PK; Sharma, SS",Is carbon emissions trading profitable?,ECONOMIC MODELLING,2015,10.1016/j.econmod.2015.01.001
J,"Schusser, S; Jaraite, J","Explaining the interplay of three markets: Green certificates, carbon emissions and electricity",ENERGY ECONOMICS,2018,10.1016/j.eneco.2018.01.012
J,"Mundaca, L; Román, R; Cansino, JM",Towards a Green Energy Economy? A macroeconomic-climate evaluation of Sweden's CO2 emissions,APPLIED ENERGY,2015,10.1016/j.apenergy.2015.03.029
J,"Montero, PM; Calderón, EP; Dias, AIL",Transparency of Financial Reporting on Greenhouse Gas Emission Allowances: The Influence of Regulation,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2020,10.3390/ijerph17030893
J,"Chen, RS; Howley, P; Kesidou, E",The impact of ETS on productivity in developing economies: A micro-econometric evaluation with Chinese firm-level data,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107376
J,"Feng, C; Shi, BB; Kang, R",Does Environmental Policy Reduce Enterprise Innovation?-Evidence from China,SUSTAINABILITY,2017,10.3390/su9060872
J,"Su, XJ; Deng, C",The heterogeneous effects of exchange rate and stock market on CO2 emission allowance price in China: A panel quantile regression approach,PLOS ONE,2019,10.1371/journal.pone.0220808
J,"Sharma, A; Jakhar, SK; Choi, TM",Would CORSIA implementation bring carbon neutral growth in aviation? A case of US full service carriers,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,2021,10.1016/j.trd.2021.102839
J,"Charlier, D; Fodha, M; Kirat, D",Residential CO2 Emissions in Europe and Carbon Taxation: A Country-Level Assessment,ENERGY JOURNAL,2023,10.5547/01956574.44.4.dcha
J,"Linden, M; Makela, M; Uusivuori, J",Fuel Input Substitution under Tradable Carbon Permits System: Evidence from Finnish Energy Plants 2005-2008,ENERGY JOURNAL,2013,10.5547/01956574.34.2.5
J,"Anger, N; Brouns, B; Onigkeit, J",Linking the EU emissions trading scheme: economic implications of allowance allocation and global carbon constraints,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,2009,10.1007/s11027-009-9180-y
J,"Jia, ZJ",The hidden benefit: Emission trading scheme and business performance of downstream enterprises,ENERGY ECONOMICS,2023,10.1016/j.eneco.2022.106488
J,"Sato, M; Neuhoff, K; Graichen, V; Schumacher, K; Matthes, F",Sectors Under Scrutiny: Evaluation of Indicators to Assess the Risk of Carbon Leakage in the UK and Germany,ENVIRONMENTAL & RESOURCE ECONOMICS,2015,10.1007/s10640-014-9759-y
J,"Vespermann, J; Wald, A",Much Ado about Nothing? - An analysis of economic impacts and ecologic effects of the EU-emission trading scheme in the aviation industry,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2011,10.1016/j.tra.2010.03.005
J,"Wu, TL",Carbon emissions trading schemes and economic growth: New evidence on the Porter Hypothesis from 285 China's prefecture-level cities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29266-2
J,"Ren, SG; Hu, YC; Zheng, JJ; Wang, YJ",Emissions trading and firm innovation: Evidence from a natural experiment in China,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2020,10.1016/j.techfore.2020.119989
J,"Wettestad, J",EU Emissions Trading for Transport and Buildings: Saved by Synergistic Institutional Interaction?,JCMS-JOURNAL OF COMMON MARKET STUDIES,2025,10.1111/jcms.13671
J,"Zhu, BZ; Wang, P; Chevallier, J; Wei, YM",Carbon Price Analysis Using Empirical Mode Decomposition,COMPUTATIONAL ECONOMICS,2015,10.1007/s10614-013-9417-4
J,"Scotti, F; Flori, A; Crescenzi, R; Pammolli, F",Demand-pull and technology-push environmental innovation: a policy mix analysis on EU ETS and EU Cohesion Policy,CLIMATE POLICY,2025,10.1080/14693062.2024.2366894
J,"Lovcha, Y; Perez-Laborda, A; Sikora, I",The determinants of CO2 prices in the EU emission trading system,APPLIED ENERGY,2022,10.1016/j.apenergy.2021.117903
J,"Ji, Q; Zhang, DY; Geng, JB","Information linkage, dynamic spillovers in prices and volatility between the carbon and energy markets",JOURNAL OF CLEANER PRODUCTION,2018,10.1016/j.jclepro.2018.07.126
J,"Xi, ZL; Pan, HX; Qin, T",Re-examining the efficiency of the EU carbon futures market in phase ?: price discovery and intertemporal arbitrage,FRONTIERS IN ENERGY RESEARCH,2023,10.3389/fenrg.2023.1236488
J,"Martin, R; Muûls, M; de Preux, LB; Wagner, UJ",Industry Compensation under Relocation Risk: A Firm-Level Analysis of the EU Emissions Trading Scheme,AMERICAN ECONOMIC REVIEW,2014,10.1257/aer.104.8.2482
J,"Zhang, YJ; Wang, W",How Does China's Carbon Emissions Trading Policy Affect the Financing of High-Carbon Enterprises?,ENERGY JOURNAL,2024,10.1177/01956574241281564
J,"Nazifi, F; Milunovich, G",MEASURING THE IMPACT OF CARBON ALLOWANCE TRADING ON ENERGY PRICES,ENERGY & ENVIRONMENT,2010,10.1260/0958-305X.21.5.367
J,"Teixidó, J; Verde, SF; Nicolli, F",The impact of the EU Emissions Trading System on low-carbon technological change: The empirical evidence,ECOLOGICAL ECONOMICS,2019,10.1016/j.ecolecon.2019.06.002
J,"Peñasco, C; del Río, P; Romero-Jordán, D",Analysing the Role of International Drivers for Eco-innovators,JOURNAL OF INTERNATIONAL MANAGEMENT,2017,10.1016/j.intman.2016.09.001
J,"Zhang, W; Wu, ZB",Optimal hybrid framework for carbon price forecasting using time series analysis and least squares support vector machine,JOURNAL OF FORECASTING,2022,10.1002/for.2831
J,"Tang, K; Zhou, Y; Liang, XY; Zhou, D",The effectiveness and heterogeneity of carbon emissions trading scheme in China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-020-12182-0
J,"Cummins, M",Multiple comparisons problem: Recent advances applied to energy and emissions,APPLIED ECONOMICS LETTERS,2013,10.1080/13504851.2012.761334
J,"Lin, WM; Chen, JL; Gan, JB; Dai, YW",Do Firms That Are Disadvantaged by Unilateral Climate Policy Receive Compensation? Evidence from China's Energy-Saving Quota Policy,SUSTAINABILITY,2022,10.3390/su142215375
J,"Trotignon, R",Combining cap-and-trade with offsets: lessons from the EU-ETS,CLIMATE POLICY,2012,10.1080/14693062.2011.637820
J,"Tol, RSJ",A cost-benefit analysis of the EU 20/20/2020 package,ENERGY POLICY,2012,10.1016/j.enpol.2012.06.018
J,"Braschel, N; Posch, A; Pierer, M",Understanding the side effects of emission trading: Implications for waste management,WASTE MANAGEMENT & RESEARCH,2014,10.1177/0734242X13513828
J,"Zhu, BZ; Ye, SX; Han, D; Wang, P; He, KJ; Wei, YM; Xie, R",A multiscale analysis for carbon price drivers,ENERGY ECONOMICS,2019,10.1016/j.eneco.2018.11.007
J,"Chai, SL; Sun, RX; Zhang, K; Ding, YT; Wei, W",Is Emissions Trading Scheme (ETS) an Effective Market-Incentivized Environmental Regulation Policy? Evidence from China's Eight ETS Pilots,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph19063177
J,"Tan, XP; Wang, XY",Dependence changes between the carbon price and its fundamentals: A quantile regression approach,APPLIED ENERGY,2017,10.1016/j.apenergy.2016.12.116
J,"Guo, XX; Zhang, Y",How do companies with different life cycles respond to carbon trading?-Analysis of the moderating role of government subsidies,FRONTIERS IN ENVIRONMENTAL SCIENCE,2024,10.3389/fenvs.2024.1320039
J,"Steven, M; Merklein, T",The influence of strategic airline alliances in passenger transportation on carbon intensity,JOURNAL OF CLEANER PRODUCTION,2013,10.1016/j.jclepro.2012.03.011
J,"He, YZ; Song, W",Analysis of the Impact of Carbon Trading Policies on Carbon Emission and Carbon Emission Efficiency,SUSTAINABILITY,2022,10.3390/su141610216
J,"Wu, RX; Tan, ZZ; Lin, BQ",Does carbon emission trading scheme really improve the CO2 emission efficiency? Evidence from China's iron and steel industry,ENERGY,2023,10.1016/j.energy.2023.127743
J,"Abrell, J; Rausch, S",Combining price and quantity controls under partitioned environmental regulation,JOURNAL OF PUBLIC ECONOMICS,2017,10.1016/j.jpubeco.2016.11.018
J,"Pang, T; Duan, MS",Cap setting and allowance allocation in China's emissions trading pilot programmes: special issues and innovative solutions,CLIMATE POLICY,2016,10.1080/14693062.2015.1052956
J,"Wan, L; Wang, SY; Zang, JN; Zheng, QQ; Fang, WP",Does the EU emissions trading system help reduce PM2.5 damage? A research based on PSM-DID method,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2022,10.1007/s11356-021-17640-x
J,"Benz, E; Trück, S",Modeling the price dynamics of CO2 emission allowances,ENERGY ECONOMICS,2009,10.1016/j.eneco.2008.07.003
J,"Xu, H; Wang, MG; Jiang, SM; Yang, WG",Carbon price forecasting with complex network and extreme learning machine,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2020,10.1016/j.physa.2019.122830
J,"Zeng, YY",Indirect double regulation and the carbon ETSs linking: The case of coal-fired generation in the EU and China,ENERGY POLICY,2017,10.1016/j.enpol.2017.09.038
J,"Ellis, J; Nachtigall, D; Venmans, F",Carbon pricing and competitiveness: are they at odds?,CLIMATE POLICY,2020,10.1080/14693062.2020.1805291
J,"Stoerk, T; Dudek, DJ; Yang, J","China's national carbon emissions trading scheme: lessons from the pilot emission trading schemes, academic literature, and known policy details",CLIMATE POLICY,2019,10.1080/14693062.2019.1568959
J,"Heindl, P",The impact of administrative transaction costs in the EU emissions trading system,CLIMATE POLICY,2017,10.1080/14693062.2015.1110108
J,"Wen, FH; Wu, N; Gong, X",China's carbon emissions trading and stock returns,ENERGY ECONOMICS,2020,10.1016/j.eneco.2019.104627
J,"Zaklan, A",Coase and Cap-and-Trade: Evidence on the Independence Property from the European Carbon Market†,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,2023,10.1257/pol.20210028
J,"Fais, B; Blesl, M; Fahl, U; Voss, A",Analysing the interaction between emission trading and renewable electricity support in TIMES,CLIMATE POLICY,2015,10.1080/14693062.2014.927749
J,"Zhang, YJ; Wang, W",How does China's carbon emissions trading (CET) policy affect the investment of CET-covered enterprises?,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105224
J,"Vehmas, J",Energy-related taxation as an environmental policy tool-the Finnish experience 1990-2003,ENERGY POLICY,2005,10.1016/j.enpol.2004.04.015
J,"Schäfer, S",Decoupling the EU ETS from subsidized renewables and other demand side effects: lessons from the impact of the EU ETS on CO2 emissions in the German electricity sector,ENERGY POLICY,2019,10.1016/j.enpol.2019.06.066
J,"Olasehinde-Williams, G",Crude oil price volatility-An unintended consequence of carbon pricing: Evidence from transfer entropy and wavelet-partial wavelet coherence analyses,ENERGY & ENVIRONMENT,2024,10.1177/0958305X241246195
J,"Liu, ZL; Sun, HB",Assessing the impact of emissions trading scheme on low-carbon technological innovation: Evidence from China,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,2021,10.1016/j.eiar.2021.106589
J,"Verde, SF; Teixidó, J; Marcantonini, C; Labandeira, X",Free allocation rules in the EU emissions trading system: what does the empirical literature show?,CLIMATE POLICY,2019,10.1080/14693062.2018.1549969
J,"Huang, J; Xue, YS; Jiang, C; Wen, FS; Xue, F; Meng, K; Dong, ZY",An Experimental Study on Emission Trading Behaviors of Generation Companies,IEEE TRANSACTIONS ON POWER SYSTEMS,2015,10.1109/TPWRS.2014.2366767
